ids,Heating,Cooling,Basement,Flooring1,Flooring2,Architecture,ConstructMat1,ConstructMat2,RoofMat,LotSize,HomeType,TotalLivArea,Bathrooms,Bedrooms,FullBaths,HalfBaths,Stories,ExteriorFeat,ExteriorMat1,ExteriorMat2,Address,StreetName,Region,Zipcode,YearBuilt,PriceSqft,SalePrice,ListingURL,DateSold
4273,Forced air,No Data,Finished basement,Carpet,Wood Floors,Traditional,Stone,Vinyl Siding,No Data,1498,Townhouse,2219,4,3,2,2,3,None,Brick,Stone,"1320 Hawk Hollow Dr, Crofton, MD 21114",Hawk Hollow Dr,Crofton,MD 21114,2019,201,445000,https://www.zillow.com/homedetails/1320-Hawk-Hollow-Dr-Crofton-MD-21114/249788009_zpid/,19-Sep
4274,Forced air,Central,None,Carpet,Carpet,Ranch/Rambler,Copper Plumbing,Copper Plumbing,Shake/Shingle,9583,Single Family,1720,2,3,2,0,1,Water,Other,Other,"1809 Reynolds Ct, Crofton, MD 21114",Reynolds Ct,Crofton,MD 21114,1976,242,416500,https://www.zillow.com/homedetails/1809-Reynolds-Ct-Crofton-MD-21114/36018426_zpid/,19-Sep
4275,Forced air,Central,Finished basement,Carpet,Wood Floors,Colonial,Vinyl Siding,Vinyl Siding,Shake/Shingle,9709,Single Family,4736,4,5,3,1,3,Patio,Vinyl,Vinyl,"1814 Braddock Dr, Crofton, MD 21114",Braddock Dr,Crofton,MD 21114,2003,151,715000,https://www.zillow.com/homedetails/1814-Braddock-Dr-Crofton-MD-21114/58236498_zpid/,19-Sep
4276,Forced air,Central,None,No Data,No Data,Colonial,Vinyl Siding,Brick Front,Shake/Shingle,10018,Single Family,2276,3,4,2,1,2,Patio,Brick,Vinyl,"1703 Tipton Dr, Crofton, MD 21114",Tipton Dr,Crofton,MD 21114,1968,215,489000,https://www.zillow.com/homedetails/1703-Tipton-Dr-Crofton-MD-21114/36004026_zpid/,19-Sep
4277,Forced air,Central,None,Carpet,Wood Floors,Colonial,Brick Front,Brick Front,Asphalt,1999,Townhouse,1960,4,3,3,1,3,Patio,Brick,Brick,"1106 Arrowleaf Ct, Crofton, MD 21114",Arrowleaf Ct,Crofton,MD 21114,2002,212,414900,https://www.zillow.com/homedetails/1106-Arrowleaf-Ct-Crofton-MD-21114/58234241_zpid/,19-Sep
4278,Forced air,Central,None,Carpet,Linoleum / Vinyl,Colonial,Vinyl Siding,Shingle Siding,Shake/Shingle,1285,Condo,1328,3,2,2,1,2,Patio,Vinyl,Vinyl,"1665 Fallowfield Ct, Crofton, MD 21114",Fallowfield Ct,Crofton,MD 21114,1997,190,252000,https://www.zillow.com/homedetails/1665-Fallowfield-Ct-Crofton-MD-21114/36000350_zpid/,19-Sep
4279,Heat pump,Central,Partially finished,No Data,No Data,Colonial,Vinyl Siding,Brick,Shake/Shingle,5301,Condo,2288,4,3,2,2,3,Patio,Brick,Vinyl,"2015 Dalewood Ct, Crofton, MD 21114",Dalewood Ct,Crofton,MD 21114,2002,192,439000,https://www.zillow.com/homedetails/2015-Dalewood-Ct-Crofton-MD-21114/58234283_zpid/,19-Sep
4280,Forced air,Central,None,Hardwood,Hardwood,No Data,Vinyl Siding,Vinyl Siding,Shake/Shingle,10018,Single Family,1505,2,3,2,0,1,Patio,Vinyl,Vinyl,"1727 Swinburne Ave, Crofton, MD 21114",Swinburne Ave,Crofton,MD 21114,1968,285,429500,https://www.zillow.com/homedetails/1727-Swinburne-Ave-Crofton-MD-21114/36002767_zpid/,19-Sep
4281,Forced air,Central,Unfinished basement,Hardwood,Hardwood,Colonial,Brick,Vinyl Siding,Composition,9914,Single Family,3730,3,4,2,1,2,Patio,Other,Other,"1674 Wickham Way, Crofton, MD 21114",Wickham Way,Crofton,MD 21114,1990,152,568000,https://www.zillow.com/homedetails/1674-Wickham-Way-Crofton-MD-21114/36002530_zpid/,19-Sep
4282,Forced air,Central,Partially finished,Carpet,Carpet,Colonial,Copper Plumbing,Copper Plumbing,Shake/Shingle,10890,Single Family,3156,3,4,2,1,3,Patio,Other,Other,"1795 Stonegate Ave, Crofton, MD 21114",Stonegate Ave,Crofton,MD 21114,1978,168,529900,https://www.zillow.com/homedetails/1795-Stonegate-Ave-Crofton-MD-21114/36018445_zpid/,19-Aug
4283,Heat pump,Central,Finished basement,No Data,No Data,Ranch/Rambler,Vinyl Siding,Vinyl Siding,Shake/Shingle,6743,Single Family,4907,4,4,3,1,1,Patio,Vinyl,Vinyl,"6816 Crofton Colony Ct, Crofton, MD 21114",Crofton Colony Ct,Crofton,MD 21114,2003,97,474300,https://www.zillow.com/homedetails/6816-Crofton-Colony-Ct-Crofton-MD-21114/58234161_zpid/,19-Aug
4284,Heat pump,Central,Partially finished,Hardwood,Hardwood,Colonial,Vinyl Siding,Vinyl Siding,Shake/Shingle,67518,Single Family,3196,4,4,3,1,2,Patio,Vinyl,Vinyl,"1742 Underwood Rd, Gambrills, MD 21054",Underwood Rd,Gambrills,MD 21054,1988,169,540000,https://www.zillow.com/homedetails/1742-Underwood-Rd-Gambrills-MD-21054/35996061_zpid/,19-Aug
4285,Forced air,Central,None,No Data,No Data,Colonial,Vinyl Siding,Vinyl Siding,Shake/Shingle,3920,Townhouse,1496,2,3,1,1,2,Patio,Vinyl,Vinyl,"1707 Gaffney Ct, Crofton, MD 21114",Gaffney Ct,Crofton,MD 21114,1972,186,278000,https://www.zillow.com/homedetails/1707-Gaffney-Ct-Crofton-MD-21114/36003195_zpid/,19-Aug
4286,Heat pump,Central,Partially finished,Wood Floors,Wood Floors,Colonial,Wood Siding,Brick,Shake/Shingle,8908,Single Family,2661,4,5,3,1,2,Patio,Brick,Wood,"1308 Pecantree Ct, Crofton, MD 21114",Pecantree Ct,Crofton,MD 21114,1989,218,580000,https://www.zillow.com/homedetails/1308-Pecantree-Ct-Crofton-MD-21114/36001513_zpid/,19-Aug
4287,Forced air,Central,Partially finished,Wood Floors,Wood Floors,Colonial,Combination,Brick Front,Shake/Shingle,10018,Single Family,4604,4,4,3,1,3,Patio,Brick,Brick,"2102 Chainbridge Ct, Crofton, MD 21114",Chainbridge Ct,Crofton,MD 21114,1991,129,595000,https://www.zillow.com/homedetails/2102-Chainbridge-Ct-Crofton-MD-21114/36002519_zpid/,19-Aug
4288,Heat pump,Central,Finished basement,Carpet,Wood Floors,Colonial,Copper Plumbing,Copper Plumbing,Shake/Shingle,7113,Single Family,2184,4,5,3,1,2,Patio,Other,Other,"1812 Judicial Way, Crofton, MD 21114",Judicial Way,Crofton,MD 21114,1990,245,534900,https://www.zillow.com/homedetails/1812-Judicial-Way-Crofton-MD-21114/36001146_zpid/,19-Aug
4289,Forced air,Central,Finished basement,Carpet,Wood Floors,Traditional,Brick,Brick,Shake/Shingle,84942,Condo,2050,3,3,2,1,3,Patio,Brick,Brick,"1721 Dana St, Crofton, MD 21114",Dana St,Crofton,MD 21114,1966,163,335000,https://www.zillow.com/homedetails/1721-Dana-St-Crofton-MD-21114/36001407_zpid/,19-Aug
4290,Forced air,Central,None,Hardwood,Hardwood,Colonial,Vinyl Siding,Stone,Shake/Shingle,12632.4,Single Family,1856,3,4,2,1,2,None,Other,Other,"1463 Crofton Pkwy, Crofton, MD 21114",Crofton Pkwy,Crofton,MD 21114,1973,276,512000,https://www.zillow.com/homedetails/1463-Crofton-Pkwy-Crofton-MD-21114/36003773_zpid/,19-Aug
4291,Heat pump,Central,Finished basement,Wood Floors,Wood Floors,Ranch/Rambler,Brick Front,Brick Front,Shake/Shingle,13503.6,Single Family,3225,4,4,3,1,2,Water,Brick,Brick,"1503 Eton Way, Crofton, MD 21114",Eton Way,Crofton,MD 21114,1964,164,529900,https://www.zillow.com/homedetails/1503-Eton-Way-Crofton-MD-21114/36003511_zpid/,19-Aug
4292,Forced air,No Data,None,Hardwood,Hardwood,Craftsman,Stone,Vinyl Siding,No Data,1446,Condo,2219,4,3,2,2,3,Water,Brick,Stone,"1310 Hawk Hollow Dr, Crofton, MD 21114",Hawk Hollow Dr,Crofton,MD 21114,2019,194,431000,https://www.zillow.com/homedetails/1310-Hawk-Hollow-Dr-Crofton-MD-21114/249788039_zpid/,19-Aug
4293,Heat pump,Central,Finished basement,Carpet,Hardwood,Colonial,Vinyl Siding,Stone,Asphalt,14810.4,Single Family,3675,4,4,3,1,3,None,Vinyl,Vinyl,"1457 Tana Ln, Gambrills, MD 21054",Tana Ln,Gambrills,MD 21054,2007,151,555000,https://www.zillow.com/homedetails/1457-Tana-Ln-Gambrills-MD-21054/36014015_zpid/,19-Aug
4294,Forced air,Central,Finished basement,No Data,No Data,Colonial,Other,Other,Shake/Shingle,10733,Single Family,4802,4,4,3,1,2,None,Other,Other,"1712 Mayfair Pl, Crofton, MD 21114",Mayfair Pl,Crofton,MD 21114,1990,128,615000,https://www.zillow.com/homedetails/1712-Mayfair-Pl-Crofton-MD-21114/36007875_zpid/,19-Jul
4295,Heat pump,Central,Partially finished,Hardwood,Hardwood,Colonial,Vinyl Siding,Vinyl Siding,Shake/Shingle,11761.2,Single Family,1892,3,4,2,1,3,Patio,Vinyl,Vinyl,"1806 Harewood Ln, Crofton, MD 21114",Harewood Ln,Crofton,MD 21114,1995,230,435000,https://www.zillow.com/homedetails/1806-Harewood-Ln-Crofton-MD-21114/36001106_zpid/,19-Jul
4296,Heat pump,Central,Partially finished,Carpet,Hardwood,Colonial,Copper Plumbing,Glass,Composition,10018,Single Family,3296,3,4,2,1,1,Patio,Vinyl,Vinyl,"1309 Pecantree Ct, Crofton, MD 21114",Pecantree Ct,Crofton,MD 21114,1988,167,550000,https://www.zillow.com/homedetails/1309-Pecantree-Ct-Crofton-MD-21114/36001522_zpid/,19-Jul
4297,Forced air,Central,None,No Data,No Data,Colonial,Brick,Other,Shake/Shingle,9757,Single Family,2228,3,4,2,1,2,Patio,Brick,Brick,"1765 W Regents Park Rd, Crofton, MD 21114",W Regents Park Rd,Crofton,MD 21114,1969,243,542500,https://www.zillow.com/homedetails/1765-W-Regents-Park-Rd-Crofton-MD-21114/36003960_zpid/,19-Jul
4298,Forced air,Central,Finished basement,Carpet,Tile,Colonial,Brick Front,Brick Front,Asphalt,13939.2,Single Family,3999,4,5,3,1,2,Patio,Brick,Vinyl,"2897 Willow Wood Ct, Crofton, MD 21114",Willow Wood Ct,Crofton,MD 21114,1994,153,610000,https://www.zillow.com/homedetails/2897-Willow-Wood-Ct-Crofton-MD-21114/36013011_zpid/,19-Jul
4299,Heat pump,Central,Partially finished,No Data,No Data,No Data,Brick,Vinyl Siding,Shake/Shingle,7000,Single Family,3288,3,4,2,1,2,None,Other,Other,"1851 Kings Pl, Crofton, MD 21114",Kings Pl,Crofton,MD 21114,1980,163,535000,https://www.zillow.com/homedetails/1851-Kings-Pl-Crofton-MD-21114/36005644_zpid/,19-Jul
4300,Forced air,Central,Partially finished,Hardwood,Hardwood,Colonial,No Data,No Data,Shake/Shingle,10890,Single Family,4274,4,5,4,0,2,Patio,Other,Other,"2899 Willow Wood Ct, Crofton, MD 21114",Willow Wood Ct,Crofton,MD 21114,1995,142,608900,https://www.zillow.com/homedetails/2899-Willow-Wood-Ct-Crofton-MD-21114/36013012_zpid/,19-Jul
4301,Forced air,Central,None,No Data,No Data,No Data,Combination,Stone,Shake/Shingle,11761.2,Single Family,1907,2,4,2,0,1,Patio,Other,Other,"1736 Tedbury St, Crofton, MD 21114",Tedbury St,Crofton,MD 21114,1969,228,435000,https://www.zillow.com/homedetails/1736-Tedbury-St-Crofton-MD-21114/36004362_zpid/,19-Jul
4302,Other,Wall,None,Laminate,Tile,Ranch,No Data,No Data,Shake/Shingle,15246,Single Family,2200,3,4,2,1,1,Patio,Brick,Vinyl,"1457 Jordan Ave, Crofton, MD 21114",Jordan Ave,Crofton,MD 21114,1973,216,475000,https://www.zillow.com/homedetails/1457-Jordan-Ave-Crofton-MD-21114/36002761_zpid/,19-Jul
4303,Other,Central,Partially finished,No Data,No Data,No Data,No Data,No Data,Shake/Shingle,9583,Single Family,2389,3,5,2,1,2,Patio,Vinyl,Vinyl,"1510 Rochester Ct, Crofton, MD 21114",Rochester Ct,Crofton,MD 21114,1992,241,575000,https://www.zillow.com/homedetails/1510-Rochester-Ct-Crofton-MD-21114/36001191_zpid/,19-Jul
4304,Forced air,Central,Partially finished,Linoleum / Vinyl,Tile,Colonial,Brick,Brick Front,Shake/Shingle,3484,Townhouse,2472,3,4,2,1,3,Patio,Vinyl,Vinyl,"1814 Lang Dr, Crofton, MD 21114",Lang Dr,Crofton,MD 21114,1977,154,380000,https://www.zillow.com/homedetails/1814-Lang-Dr-Crofton-MD-21114/36002419_zpid/,19-Jul
4305,Forced air,Central,Finished basement,Carpet,Carpet,Other,No Data,No Data,Other,7405,Single Family,3944,4,6,3,1,2,Patio,Other,Other,"1702 Grey Birch Ct, Crofton, MD 21114",Grey Birch Ct,Crofton,MD 21114,1993,137,539900,https://www.zillow.com/homedetails/1702-Grey-Birch-Ct-Crofton-MD-21114/36007859_zpid/,19-Jul
4306,Forced air,Central,Partially finished,No Data,No Data,Colonial,Vinyl Siding,Vinyl Siding,Shake/Shingle,8712,Single Family,3366,4,4,2,2,2,Patio,Other,Other,"1773 Tyrone St, Crofton, MD 21114",Tyrone St,Crofton,MD 21114,1999,178,600000,https://www.zillow.com/homedetails/1773-Tyrone-St-Crofton-MD-21114/36013022_zpid/,19-Jul
4307,Heat pump,Central,Partially finished,Hardwood,Hardwood,No Data,Vinyl Siding,Vinyl Siding,Shake/Shingle,1232,Condo,1204,3,2,2,1,2,Patio,Vinyl,Vinyl,"1579 Fallowfield Ct, Crofton, MD 21114",Fallowfield Ct,Crofton,MD 21114,1995,196,236500,https://www.zillow.com/homedetails/1579-Fallowfield-Ct-Crofton-MD-21114/36000302_zpid/,19-Jul
4308,Heat pump,Central,None,Hardwood,Hardwood,Colonial,Vinyl Siding,Vinyl Siding,Asphalt,18730.8,Single Family,2290,3,4,2,1,2,Patio,Vinyl,Vinyl,"1770 W Regents Park Rd, Crofton, MD 21114",W Regents Park Rd,Crofton,MD 21114,1969,218,500000,https://www.zillow.com/homedetails/1770-W-Regents-Park-Rd-Crofton-MD-21114/36002769_zpid/,19-Jul
4309,Forced air,Central,Finished basement,Carpet,Wood Floors,Other,Vinyl Siding,Vinyl Siding,Shake/Shingle,6534,Single Family,1478,2,3,1,1,2,Water,Vinyl,Vinyl,"2007 Cambridge Dr, Crofton, MD 21114",Cambridge Dr,Crofton,MD 21114,1973,263,389000,https://www.zillow.com/homedetails/2007-Cambridge-Dr-Crofton-MD-21114/36004707_zpid/,19-Jul
4310,Forced air,No Data,None,Hardwood,Hardwood,No Data,Vinyl Siding,Vinyl Siding,Shake/Shingle,9173,Single Family,1961,2,3,2,0,0,Patio,Other,Other,"1515 Farlow Ave, Crofton, MD 21114",Farlow Ave,Crofton,MD 21114,1967,233,456825,https://www.zillow.com/homedetails/1515-Farlow-Ave-Crofton-MD-21114/36003480_zpid/,19-Jul
4311,Heat pump,Central,Finished basement,Carpet,Wood Floors,Colonial,Vinyl Siding,Vinyl Siding,Shake/Shingle,3458,Townhouse,2472,3,3,2,1,3,Water,Vinyl,Vinyl,"1742 Laurance Ct, Crofton, MD 21114",Laurance Ct,Crofton,MD 21114,1974,127,315000,https://www.zillow.com/homedetails/1742-Laurance-Ct-Crofton-MD-21114/36002369_zpid/,19-Jul
4312,Forced air,Central,Finished basement,Concrete,Hardwood,Craftsman,Brick,Vinyl Siding,No Data,1942,Townhouse,2219,3,3,2,1,0,None,No Data,No Data,"1302 Quiet Lake Cv, Crofton, MD 21114",Quiet Lake Cv,Crofton,MD 21114,2018,210,466817,https://www.zillow.com/homedetails/1302-Quiet-Lake-Cv-Crofton-MD-21114/249788132_zpid/,19-Jul
4313,Forced air,Central,None,Carpet,Hardwood,Colonial,Asbestos,Asbestos,Shake/Shingle,9147,Single Family,2126,3,4,2,1,2,Water,Other,Other,"1726 Urby Dr, Crofton, MD 21114",Urby Dr,Crofton,MD 21114,1968,202,430000,https://www.zillow.com/homedetails/1726-Urby-Dr-Crofton-MD-21114/36003740_zpid/,19-Jul
4314,Forced air,Central,None,Hardwood,Hardwood,No Data,No Data,No Data,Asphalt,2613,Townhouse,2320,3,3,2,1,0,Water,Brick,Stone,"1315 Iron Oak Cv, Crofton, MD 21114",Iron Oak Cv,Crofton,MD 21114,2018,221,513782,https://www.zillow.com/homedetails/1315-Iron-Oak-Cv-Crofton-MD-21114/249787787_zpid/,19-Jul
4315,Forced air,Central,Finished basement,Hardwood,Hardwood,Colonial,Brick,Vinyl Siding,Asphalt,10802,Single Family,2132,3,4,3,0,3,Patio,Brick,Brick,"1602 Ebbotts Pl, Crofton, MD 21114",Ebbotts Pl,Crofton,MD 21114,1964,262,559600,https://www.zillow.com/homedetails/1602-Ebbotts-Pl-Crofton-MD-21114/36002763_zpid/,19-Jul
4316,Heat pump,Central,Finished basement,Carpet,Wood Floors,Colonial,Stone,Brick,Composition,27007.2,Single Family,3316,4,5,3,1,3,Patio,Brick,Vinyl,"1464 Tana Ln, Gambrills, MD 21054",Tana Ln,Gambrills,MD 21054,1999,160,530000,https://www.zillow.com/homedetails/1464-Tana-Ln-Gambrills-MD-21054/36014022_zpid/,19-Jul
4317,Forced air,Central,Finished basement,Carpet,Wood Floors,Colonial,Brick Front,Brick Front,Shake/Shingle,8276,Single Family,2258,3,4,2,1,3,Patio,Brick,Brick,"1821 Harewood Ln, Crofton, MD 21114",Harewood Ln,Crofton,MD 21114,1995,221,500000,https://www.zillow.com/homedetails/1821-Harewood-Ln-Crofton-MD-21114/36001090_zpid/,19-Jul
4318,Heat pump,Central,None,No Data,No Data,No Data,No Data,No Data,Shake/Shingle,7405,Single Family,2211,3,4,2,1,2,Patio,Other,Other,"2011 Cambridge Dr, Crofton, MD 21114",Cambridge Dr,Crofton,MD 21114,1973,170,375000,https://www.zillow.com/homedetails/2011-Cambridge-Dr-Crofton-MD-21114/36004520_zpid/,19-Jun
4319,Other,Central,Finished basement,Hardwood,Hardwood,Colonial,Vinyl Siding,Vinyl Siding,Shake/Shingle,7405,Single Family,3594,4,4,3,1,2,Patio,Other,Other,"1703 Pepperbush Ct, Crofton, MD 21114",Pepperbush Ct,Crofton,MD 21114,1994,159,569900,https://www.zillow.com/homedetails/1703-Pepperbush-Ct-Crofton-MD-21114/36007850_zpid/,19-Jun
4320,Forced air,Central,None,Hardwood,Hardwood,Craftsman,Brick,Brick Front,No Data,1968,Townhouse,2685,4,3,2,2,0,None,No Data,No Data,"1308 Quarter Branch Rd, Crofton, MD 21114",Quarter Branch Rd,Crofton,MD 21114,2019,195,522490,https://www.zillow.com/homedetails/1308-Quarter-Branch-Rd-Crofton-MD-21114/249786960_zpid/,19-Jun
4321,Forced air,Central,Finished basement,Hardwood,Hardwood,Colonial,Brick,Vinyl Siding,Shake/Shingle,18730.8,Single Family,3739,4,3,3,1,0,Patio,Other,Other,"6822 Crofton Colony Ct, Crofton, MD 21114",Crofton Colony Ct,Crofton,MD 21114,2003,139,520000,https://www.zillow.com/homedetails/6822-Crofton-Colony-Ct-Crofton-MD-21114/58234163_zpid/,19-Jun
4322,Heat pump,Central,None,Hardwood,Hardwood,Contemporary,No Data,No Data,Shake/Shingle,1305,Condo,1278,2,2,2,0,1,None,Vinyl,Vinyl,"1546 Danewood Ct, Crofton, MD 21114",Danewood Ct,Crofton,MD 21114,1994,190,243000,https://www.zillow.com/homedetails/1546-Danewood-Ct-Crofton-MD-21114/36000262_zpid/,19-Jun
4323,Forced air,Central,None,Carpet,Hardwood,Ranch,Vinyl Siding,Vinyl Siding,Shake/Shingle,7813,Single Family,1953,2,6,2,0,1,Patio,Vinyl,Vinyl,"2084 Pear Hill Ct, Crofton, MD 21114",Pear Hill Ct,Crofton,MD 21114,1975,211,413000,https://www.zillow.com/homedetails/2084-Pear-Hill-Ct-Crofton-MD-21114/36004613_zpid/,19-Jun
4324,Forced air,Central,None,No Data,No Data,No Data,Vinyl Siding,Vinyl Siding,No Data,13939.2,Single Family,2098,2,3,2,0,1,Patio,Other,Other,"1732 Stratton Rd, Crofton, MD 21114",Stratton Rd,Crofton,MD 21114,1968,219,460000,https://www.zillow.com/homedetails/1732-Stratton-Rd-Crofton-MD-21114/36003585_zpid/,19-Jun
4325,Forced air,Central,None,Hardwood,Hardwood,Other,Brick,Combination,Composition,14374.8,Single Family,2479,3,4,2,1,1,Patio,Other,Other,"1400 Ormsby Pl, Crofton, MD 21114",Ormsby Pl,Crofton,MD 21114,1972,168,417000,https://www.zillow.com/homedetails/1400-Ormsby-Pl-Crofton-MD-21114/36004308_zpid/,19-Jun
4326,Forced air,Central,Finished basement,Carpet,Wood Floors,Colonial,Vinyl Siding,Vinyl Siding,Shake/Shingle,4356,Townhouse,1716,2,4,2,0,0,Water,Vinyl,Vinyl,"1727 Fillmore Ct, Crofton, MD 21114",Fillmore Ct,Crofton,MD 21114,1970,84,145000,https://www.zillow.com/homedetails/1727-Fillmore-Ct-Crofton-MD-21114/36003520_zpid/,19-Jun
4327,Forced air,Central,Partially finished,No Data,No Data,Colonial,Brick,Vinyl Siding,Shake/Shingle,3506,Condo,2288,4,3,3,1,3,Patio,Other,Other,"2002 Dalewood Ct, Crofton, MD 21114",Dalewood Ct,Crofton,MD 21114,2002,192,440000,https://www.zillow.com/homedetails/2002-Dalewood-Ct-Crofton-MD-21114/58234276_zpid/,19-Jun
4328,Heat pump,Central,Finished basement,Tile,Tile,Colonial,Vinyl Siding,Vinyl Siding,Shake/Shingle,3014,Townhouse,2550,4,4,2,2,3,Patio,Vinyl,Vinyl,"2030 Forest Hill Ln, Crofton, MD 21114",Forest Hill Ln,Crofton,MD 21114,1982,144,368000,https://www.zillow.com/homedetails/2030-Forest-Hill-Ln-Crofton-MD-21114/36005069_zpid/,19-Jun
4329,Forced air,Central,Unfinished basement,Carpet,Hardwood,Split level,No Data,No Data,Asphalt,10890,Single Family,2614,3,4,2,1,2,Patio,Brick,Vinyl,"1864 Neumann Way, Crofton, MD 21114",Neumann Way,Crofton,MD 21114,1984,216,565000,https://www.zillow.com/homedetails/1864-Neumann-Way-Crofton-MD-21114/36016209_zpid/,19-Jun
4330,Heat pump,Central,None,No Data,No Data,No Data,Aluminum Siding,Aluminum Siding,Shake/Shingle,10824,Single Family,1505,2,3,2,0,1,Patio,Other,Other,"1715 Crofton Pkwy, Crofton, MD 21114",Crofton Pkwy,Crofton,MD 21114,1968,292,439000,https://www.zillow.com/homedetails/1715-Crofton-Pkwy-Crofton-MD-21114/36003429_zpid/,19-Jun
4331,Forced air,Central,Partially finished,Carpet,Concrete,Cape Cod,Other,Other,Shake/Shingle,10454,Single Family,2684,3,4,3,0,1.5,Patio,Other,Other,"1633 Eton Way, Crofton, MD 21114",Eton Way,Crofton,MD 21114,1964,202,541000,https://www.zillow.com/homedetails/1633-Eton-Way-Crofton-MD-21114/36004092_zpid/,19-Jun
4332,Heat pump,Central,Finished basement,No Data,No Data,Colonial,No Data,No Data,Asphalt,10890,Single Family,3063,4,4,4,0,3,Patio,Brick,Other,"1725 Mayfair Pl, Crofton, MD 21114",Mayfair Pl,Crofton,MD 21114,1988,199,610000,https://www.zillow.com/homedetails/1725-Mayfair-Pl-Crofton-MD-21114/36001496_zpid/,19-May
4333,Forced air,Central,None,No Data,No Data,No Data,No Data,No Data,Shake/Shingle,10890,Single Family,2873,3,4,2,1,2,Water,Other,Other,"1444 Jordan Ave, Crofton, MD 21114",Jordan Ave,Crofton,MD 21114,1973,183,525000,https://www.zillow.com/homedetails/1444-Jordan-Ave-Crofton-MD-21114/36002925_zpid/,19-May
4334,Forced air,Central,Finished basement,Hardwood,Hardwood,Cape Cod,Brick,Vinyl Siding,Shake/Shingle,9583,Single Family,3537,3,4,3,0,1.5,Patio,Other,Other,"1534 Elwyn Ave, Crofton, MD 21114",Elwyn Ave,Crofton,MD 21114,1964,164,579900,https://www.zillow.com/homedetails/1534-Elwyn-Ave-Crofton-MD-21114/36004169_zpid/,19-May
4335,Forced air,Central,Partially finished,No Data,No Data,Colonial,No Data,No Data,Shake/Shingle,6969,Single Family,2909,4,4,4,0,2,Patio,Other,Other,"1825 Judicial Way, Crofton, MD 21114",Judicial Way,Crofton,MD 21114,1992,167,485000,https://www.zillow.com/homedetails/1825-Judicial-Way-Crofton-MD-21114/36001136_zpid/,19-May
4336,Forced air,Central,Finished basement,Carpet,Laminate,Contemporary,No Data,No Data,Shake/Shingle,8712,Townhouse,1248,4,3,1,1,3,Patio,Brick,Vinyl,"1986 Cambridge Dr, Crofton, MD 21114",Cambridge Dr,Crofton,MD 21114,1972,212,265000,https://www.zillow.com/homedetails/1986-Cambridge-Dr-Crofton-MD-21114/36004676_zpid/,19-May
4337,Heat pump,Central,Finished basement,Carpet,Hardwood,Colonial,Vinyl Siding,Vinyl Siding,Asphalt,1542,Townhouse,1698,3,3,2,1,3,Patio,Vinyl,Wood,"1810 Log Mill Pl, Crofton, MD 21114",Log Mill Pl,Crofton,MD 21114,1992,178,302500,https://www.zillow.com/homedetails/1810-Log-Mill-Pl-Crofton-MD-21114/35999142_zpid/,19-May
4338,Forced air,Central,Partially finished,Carpet,Hardwood,Colonial,No Data,No Data,Asphalt,8276,Single Family,3990,4,6,3,1,2,Patio,Other,Other,"1775 Rochester St, Crofton, MD 21114",Rochester St,Crofton,MD 21114,1993,150,600000,https://www.zillow.com/homedetails/1775-Rochester-St-Crofton-MD-21114/36001181_zpid/,19-May
4339,Forced air,Central,None,No Data,No Data,No Data,Brick,Shingle Siding,Shake/Shingle,10018,Single Family,1505,2,3,2,0,1,Patio,Other,Other,"1720 Swinburne Ave, Crofton, MD 21114",Swinburne Ave,Crofton,MD 21114,1968,256,385000,https://www.zillow.com/homedetails/1720-Swinburne-Ave-Crofton-MD-21114/36004129_zpid/,19-May
